Frame number,1840
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.27,-39875,-13359.9,578.303,17783.1,2213.86,-2892.72
0.271,-39712.6,-13287.2,597.135,18034.8,2067.05,-2785.94
0.272,-39819.8,-13344.9,544.292,18047.7,2211.46,-2808.59
0.273,-39757.3,-13331.4,611.098,18113.6,2344.71,-2752.14
0.274,-39610.7,-13336.3,581.072,18028.5,2109.77,-2764.79
0.275,-39618.9,-13349.3,662.966,17928.2,2103.29,-2764.78
0.276,-39571.4,-13130.5,700.356,18080.1,2337.67,-2771.68
0.277,-39721.1,-13226.2,695.803,18286.9,2374.23,-2811.86
0.278,-39892.6,-13124,716.855,18047.2,2052.89,-2742.85
0.279,-39757.1,-13189.8,734.584,18090.5,2336.63,-2730.49
0.28,-39618.4,-13259.6,737.58,17876.5,2226.37,-2787.97
0.281,-39325.2,-13014.6,772.974,18073,2421.95,-2794.79
0.282,-39474.8,-13144.7,805.944,18218.1,2261.31,-2911.1
0.283,-39759,-12856.5,755.724,17849.4,2292.91,-2712.8
0.284,-39475.6,-12864.4,721.995,18120.7,2245.27,-2745.13
0.285,-39518.3,-13036.4,736.393,18130.8,2231.17,-2847.84
0.286,-39426.1,-12783,805.898,18234.6,2031.65,-2741
0.287,-39467.7,-12919.4,808.063,18037.4,2220.65,-2726.38
0.288,-39264.8,-12935.2,827.287,18174.9,2151.98,-2783.39
0.289,-39257.9,-12693.9,962.082,17901.9,2290.69,-2730.93
0.29,-39065.3,-12634.1,968.46,18127.6,2366.48,-2831.74
0.291,-39152,-12599.5,851.243,18088.1,2372.45,-2631.89
0.292,-39259.1,-12552.9,843.594,18323.7,2253.45,-2781
0.293,-38983.5,-12261.7,933.297,18125.6,2425.45,-2773.75
0.294,-39260.4,-12461.1,933.046,18026.9,2209.12,-2786.27
0.295,-39109.5,-12264.9,967.006,18035.8,2422.62,-2876.11
0.296,-39015.9,-12363.6,1019.98,18223.4,2147.33,-2827.21
0.297,-38863.2,-12261,1003.98,18272.2,2133.35,-2744.18
0.298,-38788.9,-11991.2,955.155,18433.1,2409.28,-2852.79
0.299,-39118.4,-11856.8,1069.66,18283.5,2486.72,-2776.72
0.3,-39178.4,-12076.8,1070.55,18131.1,2448.02,-2814.21
0.301,-38642.8,-11866,1127.49,18142.2,2376.11,-2854.03
0.302,-38874.5,-11843.2,1161.21,18281.3,2353.84,-2832.78
0.303,-38717.2,-11680.5,1177.99,18230.1,2487.21,-2837.38
0.304,-38848,-11496.9,1112.4,18380.4,2421.06,-2813.55
0.305,-38547.2,-11517.9,1145.5,18282.2,2478.29,-2876.72
0.306,-38809.2,-11206.6,1243.8,18276.4,2463.84,-2776.6
0.307,-38611,-11357.5,1180.6,18170,2519.86,-2837.52
0.308,-38664.4,-11068.9,1281.48,18215.4,2421.94,-2834.61
0.309,-38517.7,-10848.5,1316.21,18391.4,2449.56,-2834.47
0.31,-38762.8,-10929.8,1314.4,18183,2468.23,-2958.08
0.311,-38168.7,-10817.6,1272.26,18126.5,2548.58,-2882.67
0.312,-38549.7,-10785.5,1319.66,18218,2287.25,-2850.84
0.313,-38705,-10741.4,1301.8,18213.1,2529.29,-2900.61
0.314,-38241.4,-10600.5,1407.89,18658.7,2548.72,-2978.82
0.315,-38561.1,-10512.1,1436.84,18125.5,2435.25,-2919.78
0.316,-38424,-10484.1,1407.33,18172.9,2532.42,-2882.52
0.317,-38564.3,-10373.7,1469.98,18221.3,2635.92,-2903.4
0.318,-38604.5,-10207.7,1507.96,18273.9,2678.62,-3008
0.319,-38375.6,-10230.7,1460.52,18374.9,2630.98,-2988
0.32,-38515.4,-10102.8,1575.19,18269.9,2581.89,-2904.26
0.321,-38158.7,-10104.8,1598.37,18370.8,2783.36,-2868.45
0.322,-38224.4,-9875.23,1577.22,18477.3,2623.84,-2961.83
0.323,-38179.1,-10059.5,1630.83,18479.5,2706.53,-3009.25
0.324,-38189.1,-9695.23,1548.74,18213.3,2864.13,-2996.53
0.325,-38263.5,-9757.65,1562.52,18513.9,2924.91,-3077.8
0.326,-38432.6,-9588.95,1661.45,18311.3,2889.1,-2938.24
0.327,-38409,-9676.98,1665.14,18166.4,2766.24,-3032.46
0.328,-38339.9,-9666.88,1730.04,18205.7,2779.62,-2994.21
0.329,-38155.7,-9391.38,1685.21,18368,2771.04,-2992.56
0.33,-38121.9,-9140.93,1731.98,18278.4,2917.04,-3078.95
0.331,-38200.8,-9575.33,1717.93,18119.2,2780.81,-2954.69
0.332,-38284.7,-9368.34,1716.58,18058.4,2838.96,-2996
0.333,-38105,-9262.71,1751.64,18307.5,2957.72,-2837.47
0.334,-37957.4,-8980.03,1850.59,18315.4,2924.28,-3033.04
0.335,-38451.9,-9029.99,1765.81,18305,2927,-2978.63
0.336,-37782.5,-8943.12,1836.28,18508.1,2919.08,-3096.94
0.337,-38157.8,-8961.75,1736.09,18125,3077.25,-3090.9
0.338,-37872.4,-8761.52,1834.78,18013,2915.59,-3065.63
0.339,-37671.9,-8692.36,1803.37,18362.5,2797.03,-3137.75
0.34,-38109.4,-8688.54,1849.32,18210.4,2947.94,-3045.22
0.341,-37920.3,-8621.22,1802.99,18333.7,3137.02,-3007.72
0.342,-37540.9,-8607.3,1804.59,17944.6,3029.86,-3025.85
0.343,-37406.2,-8602.2,1903.01,18185.9,2998.95,-2983.36
0.344,-37648.6,-8469,1854.57,18061.1,3052.99,-3024.59
0.345,-37692.2,-8574.21,1853.85,17988.6,2980.62,-3043.49
0.346,-37596.8,-8226.84,1855.66,18291.6,3060.72,-3046.9
0.347,-37643,-8399.96,1937.13,18056.1,3069.97,-2987.82
