Frame number,1756
First frame,1
Point frequency,200
Analog frequency,1000

Time,Moment.Mx2,Moment.My2,Moment.Mz2,Moment.Mx3,Moment.My3,Moment.Mz3
s,Nmm,Nmm,Nmm,Nmm,Nmm,Nmm
0.19,-13897.5,7220.54,6254.87,15407.7,11996.8,-3641.84
0.191,-14058.1,7280.02,6306.97,15412.9,11861,-3661.05
0.192,-13965.6,7246.65,6253.81,15397.6,11986.3,-3622.11
0.193,-13870,7263.84,6320.6,15424.5,12222.9,-3638.14
0.194,-13970,7352.95,6299.27,15546.7,12245,-3680.18
0.195,-13948.9,7468.01,6251.36,15491.2,12055,-3719.6
0.196,-13904.7,7466.56,6229.63,15479.9,12042.8,-3704.93
0.197,-13704,7475.8,6184.38,15536,12159.7,-3758.64
0.198,-13679.8,7519.81,6277.2,15692.6,12162,-3723.19
0.199,-13705,7640.18,6411.41,15588,12230.5,-3758.41
0.2,-13551.8,7813.2,6398.18,15272.1,12288,-3721.49
0.201,-13499.3,7744.48,6339.8,15313.1,12191.4,-3689.38
0.202,-13480.5,7690.81,6334.87,15377.9,12335.8,-3756.66
0.203,-13621.2,7704.97,6374.23,15618.7,12218.7,-3736.93
0.204,-13548,7808.6,6445.22,15575.5,12257.8,-3722
0.205,-13414.4,7940.66,6398.26,15633.1,12127.8,-3731.66
0.206,-13589,7912.13,6349.62,15629,12047.7,-3634.68
0.207,-13476.7,7900.51,6411.42,15438.1,12091.6,-3627.43
0.208,-13438.5,7896.73,6422.41,15260.5,12314.3,-3657.41
0.209,-13478.1,7905.93,6437.39,15202.3,12479.2,-3688.01
0.21,-13415,8027.26,6388.36,15249.5,12231,-3708.11
0.211,-13397.4,8002.7,6388.33,15266.7,12202.9,-3652.54
0.212,-13313.5,7964.61,6464.81,15251.9,12274.8,-3637.52
0.213,-13260.1,7975.63,6336.57,15337.9,12132.3,-3506.34
0.214,-13304.9,7963.72,6300.95,15330.5,12145.5,-3604.61
0.215,-13285,8048.94,6368.26,15427.1,12186.8,-3560.94
0.216,-13068.5,8114.82,6275.62,15290.5,12086.2,-3556.65
0.217,-13104.8,8321.48,6293.64,15067.1,11988.1,-3544.77
0.218,-12941.1,8256.62,6287.86,15065.5,12151.2,-3463.75
0.219,-13110.8,8104.1,6297.63,15203.5,12121.5,-3492.38
0.22,-12999.9,8171.86,6321.48,15032.3,12120.3,-3478.5
0.221,-12904.5,8117.04,6292.87,15118.2,12050.4,-3431.11
0.222,-12852.4,8288.38,6262.9,15179.8,12224.8,-3413
0.223,-12834,8241.12,6264.26,15055,12225.3,-3327.89
0.224,-12842,8170.43,6346.14,15208.6,12031.1,-3416.39
0.225,-12864.5,8265.35,6381.83,14984.3,11937.5,-3327
0.226,-12957,8186.9,6430.61,14931.9,11865.1,-3363.79
0.227,-12881.8,8285.97,6323.3,15047.3,11859,-3335.51
0.228,-12767.5,8254.18,6404.49,15067.1,11885.4,-3419.82
0.229,-12940.1,8068.01,6429.46,15043.2,11918.9,-3356.08
0.23,-12808.7,8276.35,6431.1,15193.6,11790.4,-3238.73
0.231,-12762.4,8518.5,6468.45,15078.9,11701.7,-3212.4
0.232,-12794.9,8413.6,6449.76,14988.4,11651.6,-3240.83
0.233,-12859.1,8270.46,6401.59,15096.8,11512.3,-3214.96
0.234,-12887,8304.72,6460.49,15009.1,11474.1,-3223.33
0.235,-12809.2,8421.91,6410.93,15044.4,11486.2,-3194.64
0.236,-12844.4,8288.69,6419.85,14996,11554.7,-3130.11
0.237,-12778.6,8531.29,6475.35,15080.9,11455.7,-3139.12
0.238,-12719.4,8678.71,6464.44,15056.9,11259.8,-3142.45
0.239,-12659,8616.22,6477.7,15083.9,11269.8,-3092.37
0.24,-12711.6,8554.54,6522.61,15168.8,11320.6,-3042.12
0.241,-12720.7,8601.21,6468.62,15166.9,11216.2,-3002.16
0.242,-12727.9,8566.93,6581.29,15193.7,11140.4,-3003.17
0.243,-12591.9,8600.05,6565.66,15172.3,11000.3,-2955.92
0.244,-12660.2,8667.78,6552.79,15159.5,10948.5,-2914.36
0.245,-12865.4,8696.76,6588.68,15128.9,11004.5,-2991.28
0.246,-12833.2,8771.86,6588.56,15157.7,10830.6,-2796.65
0.247,-12768.3,8835.56,6646.21,15297.2,10684.6,-2733.87
0.248,-12676.9,8732.49,6692.84,15388.4,10535.3,-2764.96
0.249,-12824.5,8748.71,6758.91,15276.5,10607.9,-2720.96
0.25,-12799.4,8715.81,6785.41,15237.7,10586.2,-2643.46
0.251,-12713.1,8780.85,6737.66,15158.3,10429.6,-2645.2
0.252,-12702.5,8883.17,6828.17,14999.6,10081.1,-2678.78
0.253,-13010.7,8988.07,6859.53,15434,10040.4,-2559.45
0.254,-12978.5,8944.08,6852.93,15417.8,9933.02,-2510.45
0.255,-12729.8,8901.86,6873.73,15312.5,9755.42,-2505.85
0.256,-12911.8,9036.53,6812.31,15405.6,9516.08,-2387.45
0.257,-13092.3,8895.53,6868.84,15606.8,9375.91,-2317.14
0.258,-12944.3,8888.66,6977.25,15589.3,9242.38,-2296.96
0.259,-13138.5,8896.31,6988.92,15689.6,9064.23,-2192.38
0.26,-13163.4,8840.62,7025.71,15766,9063.25,-2198.54
0.261,-13094.9,8906.88,6991.94,15846.8,8919.01,-2229.64
0.262,-13097.1,8921.67,7043.1,15928.6,8823.45,-2245.18
0.263,-13077.3,8962.48,7104.48,16121.1,8530.77,-2169.07
0.264,-13065.4,8936.13,7028,16087.5,8432.89,-2112.01
0.265,-13162.6,9024.01,6995.39,16082.9,8281.79,-2048.08
0.266,-13226.5,9009,7006.73,16048.3,8180.42,-2048.24
0.267,-13095.3,8905.62,7069.92,16087.3,8118.29,-2005.42
0.268,-13059.9,8928.41,7098.64,16201.5,7752.88,-1935.69
0.269,-13257.6,8925.3,7084.54,16403.9,7828.37,-1956.31
0.27,-13242.6,8904,7058.3,16675.2,7829.74,-1935.25
0.271,-13186.2,8822.72,7066.3,16850.2,7622.23,-1898.99
0.272,-13215.5,9099.53,6994.54,16941,7506.39,-1806.6
0.273,-13044.3,9152.67,7077.78,16892.6,7416.21,-1848.73
0.274,-13268.5,8950.78,7128.33,16902.2,7277.54,-1906.05
0.275,-13337,8998.25,7071.2,17058.4,7117.11,-1770.24
0.276,-13352.8,8960.29,7067.24,17348.5,7066.53,-1826.78
0.277,-13456.4,8801.53,7063.01,17434.5,7073.36,-1849.2
0.278,-13537.6,8851.94,7026.25,17738.4,6810.27,-1778.43
0.279,-13287.2,8920.63,7020.36,17707.1,6676.16,-1853.54
0.28,-13255.4,8813.53,7011.98,17915.1,6593.88,-1974.44
0.281,-13315.7,8820.78,7027.34,18205.7,6486.83,-1965.43
0.282,-13355.5,8769.22,7007.08,18304.4,6407.96,-1840.45
0.283,-13481.7,8791.47,6954.47,18397,6304.89,-1799.34
0.284,-13416.2,8781.28,7087.07,18433.3,6359.4,-1860.87
0.285,-13451.3,8751.69,6975.84,18676.3,6256.88,-1916.31
0.286,-13400.9,8685.1,6954.69,18864.5,6191.83,-1928.67
0.287,-13566.8,8725.78,6975.49,19004,6127.76,-2052.36
0.288,-13490.4,8601.83,6925.97,18912.8,6086.08,-2087.57
0.289,-13369.5,8558.41,6901.56,18938,6018.98,-1971.23
0.29,-13308.9,8462.15,6864.17,19143.4,5901.94,-2013.49
0.291,-13436.8,8362.67,6843.53,19554.6,5885.83,-1977.61
0.292,-13451.3,8366.8,6863.09,19455.1,5721.39,-2044.98
0.293,-13580.9,8354.89,6858.3,19520.9,5732.11,-2088.35
0.294,-13601.1,8364.2,6767.67,19684.5,5610.47,-2107.05
0.295,-13569,8148.94,6854.97,19575.7,5658.53,-2078.83
0.296,-13437.2,7932.82,6828.76,19752,5649.9,-2069.42
0.297,-13531.2,8017.38,6743.39,19927.8,5592.01,-2087.61
0.298,-13581.2,8046.49,6776.63,20009.3,5435.97,-2075.76
0.299,-13498.9,7891.73,6664.9,20066.7,5211.38,-2050.11
0.3,-13496.2,7844.33,6646.23,19995.6,5233.11,-2097.83
0.301,-13746.3,7792.36,6687.11,20115.6,5205.59,-2082.76
0.302,-13872.7,7631.15,6687.98,20244.2,5228.12,-2073.34
0.303,-13794.7,7625.21,6626.55,20408.5,5151.29,-2108.45
0.304,-13675.4,7578.77,6505.36,20269.3,5054.2,-2008.02
0.305,-13653.6,7346.95,6456.64,20289.1,4994.62,-2058.41
0.306,-13521.2,7311.19,6471.58,20523,4848.43,-2057.33
0.307,-13802.9,7187.17,6513.19,20545.9,4577.55,-2007.85
0.308,-13574.5,7077.97,6490.31,20419.7,4662.6,-2015.35
0.309,-13588.5,7106.56,6373.68,20404.4,4465.41,-2059.6
0.31,-13677.6,6979.3,6326.39,20457.1,4447.31,-1997.63
0.311,-13685.4,6966.52,6430.95,20571.1,4298.81,-1978.76
0.312,-13796.5,6818.71,6257.46,20631.3,4115.42,-1905.83
0.313,-13820.2,6700.11,6187.91,20832.8,4012.16,-1898.67
0.314,-13770.3,6586.48,6253.93,20976.5,4130.2,-1895.25
0.315,-13901.6,6494.27,6299.07,20910.9,4052,-1892.83
0.316,-14046.9,6293.17,6207.32,20967.1,3939.53,-1910.18
0.317,-13997.6,6119.27,6222.59,21022.4,3933.72,-1819.61
0.318,-14057,6166.56,6106.63,20727.6,3784.98,-1780.96
0.319,-14169.6,6184,6037.13,20749.6,3735.99,-1689.95
0.32,-14048.7,6067.53,6026.83,21024.6,3672.59,-1678.06
0.321,-14310.5,5814.58,6050.24,20974.8,3609.93,-1740.25
0.322,-14380.5,5782.39,6067.13,21105.8,3495.38,-1730.97
0.323,-14215.8,5764.57,5922.87,21224.4,3391.37,-1645.22
0.324,-14315.1,5622.86,5859.12,21189.2,3238.37,-1676.23
0.325,-14468,5352.06,5819.23,21247.3,3058.65,-1612.04
0.326,-14426.2,5265.25,5770.33,21314.6,3083.2,-1520.34
0.327,-14443.1,5102.55,5775.11,21293,3115.18,-1513.16
0.328,-14698.2,4931.45,5700.8,21357.5,2947.21,-1503.77
0.329,-14838,4677.99,5634.88,21383.5,2912.81,-1455.68
0.33,-15140.1,4609.65,5646.19,21377.2,2814.73,-1444.26
0.331,-15088.8,4565.95,5582.14,21403.8,2629.53,-1351.33
0.332,-15154.2,4444.8,5609.32,21433,2512.4,-1298.92
0.333,-15353.2,4185.87,5583.54,21585.7,2657.85,-1326.92
0.334,-15471.3,3939.69,5512.14,21504.4,2496.45,-1243.32
0.335,-15464.1,3904.87,5447.61,21440.7,2187.43,-1175.1
0.336,-15666.7,3630.93,5426.8,21315.9,2209.18,-1223.07
0.337,-15749.6,3559.44,5427.18,21473.2,2262.76,-1239.07
0.338,-15756.7,3477.93,5406.76,21660.4,2180.23,-1162.22
0.339,-16097.9,3089.32,5293.4,21532.6,2086.19,-1111.13
0.34,-16228.9,2721.5,5274.6,21649.8,1906.93,-952.696
0.341,-16422.5,2555.13,5255.49,21760.4,1633.44,-909.251
0.342,-16749,2441.41,5266.44,21918.5,1562.17,-929.399
0.343,-17039.6,2224.7,5228.87,21779.5,1437.77,-913.696
0.344,-17231.6,2109.01,5162.9,21724.2,1477.81,-866.998
0.345,-17515.1,1925.46,5104.89,21708.1,1427.67,-898.784
0.346,-17727.8,1742.34,5098.93,21581.6,1279.06,-738.224
0.347,-18068.6,1552.79,5130.4,21738.5,1070.16,-676.143
